session,run,direction,a,b,target,hits,trials,success_probability,top,top_count
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,11,22,100,100,1.0,22,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,12,23,100,100,1.0,23,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,13,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,14,25,100,100,1.0,25,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,15,26,100,100,1.0,26,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,0,12,99,100,0.99,12,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,1,13,99,100,0.99,13,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,2,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,3,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,4,16,99,100,0.99,16,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,5,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,6,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,7,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,8,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,9,21,99,100,0.99,21,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,10,22,100,100,1.0,22,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,11,23,99,100,0.99,23,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,12,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,13,25,100,100,1.0,25,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,14,26,100,100,1.0,26,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,12,15,27,100,100,1.0,27,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,0,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,1,14,99,100,0.99,14,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,2,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,3,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,4,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,5,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,6,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,7,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,8,21,100,100,1.0,21,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,9,22,99,100,0.99,22,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,10,23,100,100,1.0,23,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,11,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,12,25,100,100,1.0,25,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,13,26,100,100,1.0,26,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,14,27,100,100,1.0,27,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,13,15,28,100,100,1.0,28,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,0,14,99,100,0.99,14,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,1,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,2,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,3,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,4,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,5,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,6,20,99,100,0.99,20,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,7,21,99,100,0.99,21,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,8,22,99,100,0.99,22,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,9,23,100,100,1.0,23,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,10,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,11,25,100,100,1.0,25,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,12,26,100,100,1.0,26,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,13,27,99,100,0.99,27,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,14,28,100,100,1.0,28,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,14,15,29,100,100,1.0,29,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,0,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,1,16,99,100,0.99,16,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,2,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,3,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,4,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,5,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,6,21,99,100,0.99,21,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,7,22,100,100,1.0,22,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,8,23,99,100,0.99,23,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,9,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,10,25,100,100,1.0,25,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,11,26,99,100,0.99,26,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,12,27,100,100,1.0,27,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,13,28,100,100,1.0,28,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,14,29,100,100,1.0,29,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,15,15,30,100,100,1.0,30,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,0,0,98,100,0.98,0,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,1,1,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,2,2,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,3,3,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,4,4,99,100,0.99,0,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,5,5,99,100,0.99,0,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,6,6,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,7,7,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,8,8,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,9,9,99,100,0.99,0,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,10,10,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,11,11,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,12,12,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,13,13,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,14,14,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,0,15,15,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,0,1,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,1,2,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,2,3,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,3,4,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,4,5,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,5,6,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,6,7,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,7,8,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,8,9,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,9,10,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,10,11,99,100,0.99,1,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,11,12,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,12,13,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,13,14,99,100,0.99,1,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,14,15,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,1,15,16,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,0,2,99,100,0.99,2,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,1,3,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,2,4,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,3,5,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,4,6,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,5,7,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,6,8,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,7,9,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,8,10,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,9,11,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,10,12,99,100,0.99,2,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,11,13,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,12,14,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,13,15,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,14,16,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,2,15,17,99,100,0.99,2,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,0,3,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,1,4,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,2,5,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,3,6,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,4,7,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,5,8,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,6,9,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,7,10,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,8,11,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,9,12,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,10,13,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,11,14,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,12,15,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,13,16,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,14,17,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,3,15,18,99,100,0.99,3,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,0,4,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,1,5,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,2,6,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,3,7,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,4,8,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,5,9,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,6,10,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,7,11,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,8,12,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,9,13,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,10,14,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,11,15,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,12,16,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,13,17,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,14,18,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,4,15,19,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,0,5,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,1,6,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,2,7,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,3,8,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,4,9,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,5,10,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,6,11,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,7,12,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,8,13,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,9,14,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,10,15,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,11,16,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,12,17,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,13,18,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,14,19,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,5,15,20,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,0,6,99,100,0.99,6,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,1,7,99,100,0.99,6,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,2,8,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,3,9,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,4,10,98,100,0.98,6,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,5,11,99,100,0.99,6,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,6,12,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,7,13,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,8,14,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,9,15,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,10,16,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,11,17,99,100,0.99,6,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,12,18,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,13,19,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,14,20,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,6,15,21,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,0,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,1,8,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,2,9,99,100,0.99,7,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,3,10,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,4,11,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,5,12,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,6,13,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,7,14,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,8,15,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,9,16,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,10,17,99,100,0.99,7,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,11,18,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,12,19,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,13,20,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,14,21,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,7,15,22,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,0,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,1,9,99,100,0.99,8,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,2,10,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,3,11,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,4,12,98,100,0.98,8,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,5,13,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,6,14,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,7,15,99,100,0.99,8,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,8,16,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,9,17,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,10,18,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,11,19,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,12,20,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,13,21,99,100,0.99,8,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,14,22,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,8,15,23,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,0,9,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,1,10,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,2,11,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,3,12,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,4,13,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,5,14,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,6,15,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,7,16,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,8,17,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,9,18,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,10,19,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,11,20,98,100,0.98,9,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,12,21,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,13,22,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,14,23,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,9,15,24,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,0,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,1,11,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,2,12,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,3,13,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,4,14,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,5,15,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,6,16,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,7,17,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,8,18,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,9,19,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,10,20,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,11,21,98,100,0.98,10,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,12,22,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,13,23,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,14,24,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,10,15,25,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,0,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,1,12,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,2,13,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,3,14,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,4,15,99,100,0.99,11,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,inverse_bsum,11,5,16,100,100,1.0,11,100
