session,run,direction,a,b,target,hits,trials,success_probability,top,top_count
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,3,9,45,100,0.45,6,45
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,4,10,42,100,0.42,6,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,5,11,43,100,0.43,6,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,6,12,41,100,0.41,6,41
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,7,13,46,100,0.46,6,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,8,14,46,100,0.46,6,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,9,15,57,100,0.57,6,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,10,16,48,100,0.48,6,48
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,11,17,59,100,0.59,6,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,12,18,33,100,0.33,6,33
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,13,19,32,100,0.32,6,32
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,14,20,51,100,0.51,6,51
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,6,15,21,60,100,0.6,6,60
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,0,7,76,100,0.76,7,76
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,1,8,30,100,0.3,7,30
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,2,9,54,100,0.54,7,54
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,3,10,44,100,0.44,7,44
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,4,11,73,100,0.73,7,73
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,5,12,44,100,0.44,7,44
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,6,13,55,100,0.55,7,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,7,14,39,100,0.39,7,39
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,8,15,82,100,0.82,7,82
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,9,16,42,100,0.42,7,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,10,17,57,100,0.57,7,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,11,18,46,100,0.46,7,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,12,19,63,100,0.63,7,63
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,13,20,43,100,0.43,7,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,14,21,45,100,0.45,7,45
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,7,15,22,38,100,0.38,7,38
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,0,8,53,100,0.53,8,53
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,1,9,30,100,0.3,8,30
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,2,10,34,100,0.34,8,34
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,3,11,53,100,0.53,8,53
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,4,12,56,100,0.56,8,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,5,13,46,100,0.46,8,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,6,14,55,100,0.55,8,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,7,15,38,100,0.38,8,38
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,8,16,41,100,0.41,8,41
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,9,17,47,100,0.47,8,47
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,10,18,42,100,0.42,8,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,11,19,34,100,0.34,8,34
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,12,20,42,100,0.42,8,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,13,21,33,100,0.33,8,33
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,14,22,33,100,0.33,8,33
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,8,15,23,42,100,0.42,8,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,0,9,53,100,0.53,9,53
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,1,10,45,100,0.45,9,45
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,2,11,64,100,0.64,9,64
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,3,12,35,100,0.35,9,35
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,4,13,71,100,0.71,9,71
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,5,14,50,100,0.5,9,50
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,6,15,58,100,0.58,9,58
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,7,16,43,100,0.43,9,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,8,17,55,100,0.55,9,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,9,18,37,100,0.37,9,37
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,10,19,57,100,0.57,9,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,11,20,36,100,0.36,9,36
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,12,21,57,100,0.57,9,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,13,22,41,100,0.41,9,41
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,14,23,64,100,0.64,9,64
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,9,15,24,46,100,0.46,9,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,0,10,47,100,0.47,10,47
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,1,11,44,100,0.44,10,44
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,2,12,54,100,0.54,10,54
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,3,13,60,100,0.6,10,60
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,4,14,35,100,0.35,10,35
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,5,15,32,100,0.32,10,32
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,6,16,43,100,0.43,10,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,7,17,59,100,0.59,10,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,8,18,38,100,0.38,10,38
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,9,19,39,100,0.39,10,39
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,10,20,64,100,0.64,10,64
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,11,21,58,100,0.58,10,58
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,12,22,41,100,0.41,10,41
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,13,23,30,100,0.3,10,30
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,14,24,43,100,0.43,10,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,10,15,25,42,100,0.42,12,43
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,0,11,56,100,0.56,11,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,1,12,52,100,0.52,11,52
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,2,13,66,100,0.66,11,66
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,3,14,49,100,0.49,11,49
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,4,15,62,100,0.62,11,62
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,5,16,36,100,0.36,11,36
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,6,17,55,100,0.55,11,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,7,18,39,100,0.39,11,39
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,8,19,68,100,0.68,11,68
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,9,20,42,100,0.42,11,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,10,21,66,100,0.66,11,66
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,11,22,52,100,0.52,11,52
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,12,23,63,100,0.63,11,63
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,13,24,46,100,0.46,11,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,14,25,59,100,0.59,11,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,11,15,26,46,100,0.46,11,46
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,0,12,45,100,0.45,12,45
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,1,13,44,100,0.44,12,44
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,2,14,57,100,0.57,12,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,3,15,39,100,0.39,12,39
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,4,16,61,100,0.61,12,61
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,5,17,57,100,0.57,12,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,6,18,61,100,0.61,12,61
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,7,19,55,100,0.55,12,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,8,20,29,100,0.29,12,29
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,9,21,39,100,0.39,12,39
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,10,22,30,100,0.3,10,37
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,11,23,27,100,0.27,10,30
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,12,24,67,100,0.67,12,67
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,13,25,61,100,0.61,12,61
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,14,26,63,100,0.63,12,63
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,12,15,27,70,100,0.7,12,70
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,0,13,52,100,0.52,13,52
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,1,14,51,100,0.51,13,51
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,2,15,57,100,0.57,13,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,3,16,52,100,0.52,13,52
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,4,17,88,100,0.88,13,88
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,5,18,71,100,0.71,13,71
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,6,19,78,100,0.78,13,78
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,7,20,50,100,0.5,13,50
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,8,21,56,100,0.56,13,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,9,22,50,100,0.5,13,50
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,10,23,33,100,0.33,11,51
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,11,24,59,100,0.59,13,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,12,25,84,100,0.84,13,84
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,13,26,72,100,0.72,13,72
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,14,27,86,100,0.86,13,86
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,13,15,28,42,100,0.42,13,42
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,0,14,56,100,0.56,14,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,1,15,49,100,0.49,14,49
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,2,16,66,100,0.66,14,66
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,3,17,55,100,0.55,14,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,4,18,54,100,0.54,14,54
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,5,19,45,100,0.45,14,45
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,6,20,74,100,0.74,14,74
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,7,21,56,100,0.56,14,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,8,22,55,100,0.55,14,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,9,23,40,100,0.4,14,40
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,10,24,69,100,0.69,14,69
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,11,25,59,100,0.59,14,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,12,26,56,100,0.56,14,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,13,27,60,100,0.6,14,60
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,14,28,70,100,0.7,14,70
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,14,15,29,60,100,0.6,14,60
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,0,15,81,100,0.81,15,81
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,1,16,57,100,0.57,15,57
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,2,17,70,100,0.7,15,70
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,3,18,56,100,0.56,15,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,4,19,81,100,0.81,15,81
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,5,20,55,100,0.55,15,55
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,6,21,80,100,0.8,15,80
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,7,22,72,100,0.72,15,72
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,8,23,74,100,0.74,15,74
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,9,24,53,100,0.53,15,53
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,10,25,76,100,0.76,15,76
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,11,26,56,100,0.56,15,56
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,12,27,86,100,0.86,15,86
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,13,28,59,100,0.59,15,59
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,14,29,80,100,0.8,15,80
idea 3 only sequential window RCA,idea3_window4,inverse_bsum,15,15,30,57,100,0.57,15,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,0,0,90,100,0.9,0,90
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,1,1,90,100,0.9,1,90
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,2,2,78,100,0.78,2,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,3,3,75,100,0.75,3,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,4,4,89,100,0.89,4,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,5,5,75,100,0.75,5,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,6,6,63,100,0.63,6,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,7,7,62,100,0.62,7,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,8,8,86,100,0.86,8,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,9,9,77,100,0.77,9,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,10,10,78,100,0.78,10,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,11,11,70,100,0.7,11,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,12,12,75,100,0.75,12,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,13,13,68,100,0.68,13,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,14,14,58,100,0.58,14,58
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,0,15,15,50,100,0.5,15,50
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,0,1,87,100,0.87,1,87
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,1,2,76,100,0.76,2,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,2,3,68,100,0.68,3,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,3,4,63,100,0.63,4,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,4,5,73,100,0.73,5,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,5,6,60,100,0.6,6,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,6,7,59,100,0.59,7,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,7,8,52,100,0.52,8,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,8,9,80,100,0.8,9,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,9,10,69,100,0.69,10,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,10,11,67,100,0.67,11,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,11,12,47,100,0.47,12,47
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,12,13,68,100,0.68,13,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,13,14,54,100,0.54,14,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,14,15,48,100,0.48,15,48
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,1,15,16,43,100,0.43,16,43
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,0,2,76,100,0.76,2,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,1,3,77,100,0.77,3,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,2,4,75,100,0.75,4,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,3,5,66,100,0.66,5,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,4,6,70,100,0.7,6,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,5,7,65,100,0.65,7,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,6,8,53,100,0.53,8,53
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,7,9,62,100,0.62,9,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,8,10,69,100,0.69,10,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,9,11,68,100,0.68,11,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,10,12,71,100,0.71,12,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,11,13,69,100,0.69,13,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,12,14,64,100,0.64,14,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,13,15,54,100,0.54,15,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,14,16,57,100,0.57,16,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,2,15,17,63,100,0.63,17,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,0,3,67,100,0.67,3,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,1,4,58,100,0.58,4,58
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,2,5,65,100,0.65,5,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,3,6,79,100,0.79,6,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,4,7,61,100,0.61,7,61
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,5,8,39,100,0.39,8,39
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,6,9,68,100,0.68,9,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,7,10,62,100,0.62,10,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,8,11,66,100,0.66,11,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,9,12,57,100,0.57,12,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,10,13,63,100,0.63,13,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,11,14,69,100,0.69,14,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,12,15,51,100,0.51,15,51
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,13,16,41,100,0.41,16,41
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,14,17,56,100,0.56,17,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,3,15,18,63,100,0.63,18,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,0,4,76,100,0.76,4,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,1,5,82,100,0.82,5,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,2,6,69,100,0.69,6,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,3,7,56,100,0.56,7,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,4,8,75,100,0.75,8,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,5,9,72,100,0.72,9,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,6,10,59,100,0.59,10,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,7,11,60,100,0.6,11,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,8,12,71,100,0.71,12,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,9,13,71,100,0.71,13,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,10,14,55,100,0.55,14,55
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,11,15,56,100,0.56,15,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,12,16,72,100,0.72,16,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,13,17,77,100,0.77,17,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,14,18,71,100,0.71,18,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,4,15,19,64,100,0.64,19,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,0,5,74,100,0.74,5,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,1,6,68,100,0.68,6,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,2,7,64,100,0.64,7,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,3,8,41,100,0.41,8,41
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,4,9,78,100,0.78,9,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,5,10,69,100,0.69,10,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,6,11,58,100,0.58,11,58
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,7,12,59,100,0.59,12,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,8,13,75,100,0.75,13,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,9,14,53,100,0.53,14,53
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,10,15,59,100,0.59,15,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,11,16,41,100,0.41,16,41
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,12,17,62,100,0.62,17,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,13,18,69,100,0.69,18,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,14,19,70,100,0.7,19,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,5,15,20,69,100,0.69,20,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,0,6,65,100,0.65,6,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,1,7,68,100,0.68,7,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,2,8,64,100,0.64,8,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,3,9,52,100,0.52,9,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,4,10,60,100,0.6,10,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,5,11,63,100,0.63,11,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,6,12,71,100,0.71,12,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,7,13,65,100,0.65,13,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,8,14,57,100,0.57,14,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,9,15,53,100,0.53,15,53
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,10,16,73,100,0.73,16,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,11,17,53,100,0.53,17,53
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,12,18,63,100,0.63,18,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,13,19,63,100,0.63,19,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,14,20,68,100,0.68,20,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,6,15,21,68,100,0.68,21,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,0,7,60,100,0.6,7,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,1,8,55,100,0.55,8,55
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,2,9,64,100,0.64,9,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,3,10,70,100,0.7,10,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,4,11,63,100,0.63,11,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,5,12,69,100,0.69,12,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,6,13,72,100,0.72,13,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,7,14,86,100,0.86,14,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,8,15,59,100,0.59,15,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,9,16,46,100,0.46,16,46
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,10,17,66,100,0.66,17,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,11,18,62,100,0.62,18,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,12,19,53,100,0.53,19,53
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,13,20,69,100,0.69,20,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,14,21,73,100,0.73,21,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,7,15,22,77,100,0.77,22,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,0,8,86,100,0.86,8,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,1,9,84,100,0.84,9,84
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,2,10,80,100,0.8,10,80
